Pokedex Number,Pokemon Name,Alternate Form Name,Legendary Type,Pokemon Height,Pokemon Weight,Primary Type,Secondary Type,Primary Ability,Primary Ability Description,Secondary Ability,Secondary Ability Description,Hidden Ability,Hidden Ability Description,Special Event Ability,Special Event Ability Description,Male Ratio,Female Ratio,Base Happiness,Game(s) of Origin,Region of Origin,Health Stat,Attack Stat,Defense Stat,Special Attack Stat,Special Defense Stat,Speed Stat,Base Stat Total,Health EV,Attack EV,Defense EV,Special Attack EV,Special Defense EV,Speed EV,EV Yield Total,Catch Rate,Experience Growth,Experience Growth Total,Experience Yield,Primary Egg Group,Secondary Egg Group,Egg Cycle Count,Pre-Evolution Pokemon Id,Evolution Details
182,Bellossom,NULL,NULL,0.4,5.8,Grass,NULL,Chlorophyll,Boosts the Pokémon's Speed stat in harsh sunlight. ,NULL,NULL,Healer,Sometimes heals an ally's status condition.,NULL,NULL,50,50,70,Gold / Silver / Crystal,Johto,75,80,95,90,100,50,490,0,0,0,0,3,0,3,45,Medium Slow,1059860,221,Grass,NULL,20,65,Sun Stone
183,Marill,NULL,NULL,0.4,8.5,Water,Fairy,Thick Fat,"The Pokémon is protected by a layer of thick fat, which halves the damage taken from Fire- and Ice-type moves. ",Huge Power,Doubles the Pokémon's Attack stat.,Sap Sipper,Boosts the Attack stat if hit by a Grass-type move instead of taking damage.,NULL,NULL,50,50,70,Gold / Silver / Crystal,Johto,70,20,50,20,50,40,250,2,0,0,0,0,0,2,190,Fast,800000,88,Water 1,Fairy,10,426,NULL
184,Azumarill,NULL,NULL,0.8,28.5,Water,Fairy,Thick Fat,"The Pokémon is protected by a layer of thick fat, which halves the damage taken from Fire- and Ice-type moves. ",Huge Power,Doubles the Pokémon's Attack stat.,Sap Sipper,Boosts the Attack stat if hit by a Grass-type move instead of taking damage.,NULL,NULL,50,50,70,Gold / Silver / Crystal,Johto,100,50,80,60,80,50,420,3,0,0,0,0,0,3,75,Fast,800000,189,Water 1,Fairy,10,283,Level 18
185,Sudowoodo,NULL,NULL,1.2,38,Rock,NULL,Sturdy,"It cannot be knocked out with one hit. One-hit KO moves cannot knock it out, either.",Rock Head,Protects the Pokémon from recoil damage.,Rattled,"Dark-, Ghost-, and Bug-type moves scare the Pokémon and boost its Speed stat.",NULL,NULL,50,50,70,Gold / Silver / Crystal,Johto,70,110,115,30,65,30,420,0,0,2,0,0,0,2,65,Medium Fast,1000000,144,Mineral,NULL,20,636,Knowing Mimic
186,Politoed,NULL,NULL,1.1,33.9,Water,NULL,Water Absorb,Restores HP if hit by a Water-type move instead of taking damage.,Damp,"Prevents the use of explosive moves, such as Self-Destruct, by dampening its surroundings.",Drizzle,The Pokémon makes it rain when it enters a battle.,NULL,NULL,50,50,70,Gold / Silver / Crystal,Johto,90,75,75,90,100,70,500,0,0,0,0,3,0,3,45,Medium Slow,1059860,225,Water 1,NULL,20,982,King's Rock
187,Hoppip,NULL,NULL,0.4,0.5,Grass,Flying,Chlorophyll,Boosts the Pokémon's Speed stat in harsh sunlight. ,Leaf Guard,Prevents status conditions in harsh sunlight.,Infiltrator,"Passes through the opposing Pokémon's barrier, substitute, and the like and strikes.",NULL,NULL,50,50,70,Gold / Silver / Crystal,Johto,35,35,40,35,55,50,250,0,0,0,0,1,0,1,255,Medium Slow,1059860,50,Fairy,Grass,20,NULL,NULL
188,Skiploom,NULL,NULL,0.6,1,Grass,Flying,Chlorophyll,Boosts the Pokémon's Speed stat in harsh sunlight. ,Leaf Guard,Prevents status conditions in harsh sunlight.,Infiltrator,"Passes through the opposing Pokémon's barrier, substitute, and the like and strikes.",NULL,NULL,50,50,70,Gold / Silver / Crystal,Johto,55,45,50,45,65,80,340,0,0,0,0,0,2,2,120,Medium Slow,1059860,119,Fairy,Grass,20,287,Level 18
189,Jumpluff,NULL,NULL,0.8,3,Grass,Flying,Chlorophyll,Boosts the Pokémon's Speed stat in harsh sunlight. ,Leaf Guard,Prevents status conditions in harsh sunlight.,Infiltrator,"Passes through the opposing Pokémon's barrier, substitute, and the like and strikes.",NULL,NULL,50,50,70,Gold / Silver / Crystal,Johto,75,55,70,55,95,110,460,0,0,0,0,0,3,3,45,Medium Slow,1059860,207,Fairy,Grass,20,288,Level 27
190,Aipom,NULL,NULL,0.8,11.5,Normal,NULL,Run Away,Enables a sure getaway from wild Pokémon.,Pickup,"The Pokémon may pick up the item an opposing Pokémon used during a battle. It may pick up items outside of battle, too.",Skill Link,Maximizes the number of times multistrike moves hit.,NULL,NULL,50,50,70,Gold / Silver / Crystal,Johto,55,70,55,40,55,85,360,0,0,0,0,0,1,1,45,Fast,800000,72,Field,NULL,20,NULL,NULL
191,Sunkern,NULL,NULL,0.3,1.8,Grass,NULL,Chlorophyll,Boosts the Pokémon's Speed stat in harsh sunlight. ,Solar Power,"Boosts the Sp. Atk stat in harsh sunlight, but HP decreases every turn.",Early Bird,The Pokémon awakens from sleep twice as fast as other Pokémon.,NULL,NULL,50,50,70,Gold / Silver / Crystal,Johto,30,30,30,30,30,30,180,0,0,0,1,0,0,1,235,Medium Slow,1059860,36,Grass,NULL,20,NULL,NULL
192,Sunflora,NULL,NULL,0.8,8.5,Grass,NULL,Chlorophyll,Boosts the Pokémon's Speed stat in harsh sunlight. ,Solar Power,"Boosts the Sp. Atk stat in harsh sunlight, but HP decreases every turn.",Early Bird,The Pokémon awakens from sleep twice as fast as other Pokémon.,NULL,NULL,50,50,70,Gold / Silver / Crystal,Johto,75,75,55,105,85,30,425,0,0,0,2,0,0,2,120,Medium Slow,1059860,149,Grass,NULL,20,291,Sun Stone
193,Yanma,NULL,NULL,1.2,38,Bug,Flying,Speed Boost,Its Speed stat is boosted every turn.,Compound Eyes,The Pokémon's compound eyes boost its accuracy.,Frisk,"When it enters a battle, the Pokémon can check an opposing Pokémon's held item.",NULL,NULL,50,50,70,Gold / Silver / Crystal,Johto,65,65,45,75,45,95,390,0,0,0,0,0,1,1,75,Medium Fast,1000000,78,Bug,NULL,20,NULL,NULL
194,Wooper,NULL,NULL,0.4,8.5,Water,Ground,Damp,"Prevents the use of explosive moves, such as Self-Destruct, by dampening its surroundings.",Water Absorb,Restores HP if hit by a Water-type move instead of taking damage.,Unaware,"When attacking, the Pokémon ignores the target Pokémon's stat changes.",NULL,NULL,50,50,70,Gold / Silver / Crystal,Johto,55,45,45,25,25,15,210,1,0,0,0,0,0,1,255,Medium Fast,1000000,42,Water 1,Field,20,NULL,NULL
195,Quagsire,NULL,NULL,1.4,75,Water,Ground,Damp,"Prevents the use of explosive moves, such as Self-Destruct, by dampening its surroundings.",Water Absorb,Restores HP if hit by a Water-type move instead of taking damage.,Unaware,"When attacking, the Pokémon ignores the target Pokémon's stat changes.",NULL,NULL,50,50,70,Gold / Silver / Crystal,Johto,95,85,85,65,65,35,430,2,0,0,0,0,0,2,90,Medium Fast,1000000,151,Water 1,Field,20,294,Level 20
196,Espeon,NULL,NULL,0.9,26.5,Psychic,NULL,Synchronize,"The attacker will receive the same status condition if it inflicts a burn, poison, or paralysis to the Pokémon.",NULL,NULL,Magic Bounce,Reflects status moves instead of getting hit by them.,NULL,NULL,87.5,12.5,70,Gold / Silver / Crystal,Johto,65,65,60,130,95,110,525,0,0,0,2,0,0,2,45,Medium Fast,1000000,184,Field,NULL,35,228,During The Day
197,Umbreon,NULL,NULL,1,27,Dark,NULL,Synchronize,"The attacker will receive the same status condition if it inflicts a burn, poison, or paralysis to the Pokémon.",NULL,NULL,Inner Focus,"The Pokémon's intensely focused, and that protects the Pokémon from flinching.",NULL,NULL,87.5,12.5,35,Gold / Silver / Crystal,Johto,95,65,110,60,130,65,525,0,0,0,0,2,0,2,45,Medium Fast,1000000,184,Field,NULL,35,228,During The Night
198,Murkrow,NULL,NULL,0.5,2.1,Dark,Flying,Insomnia,The Pokémon is suffering from insomnia and cannot fall asleep.,Super Luck,The Pokémon is so lucky that the critical-hit ratios of its moves are boosted.,Prankster,Gives priority to a status move.,NULL,NULL,50,50,35,Gold / Silver / Crystal,Johto,60,85,42,85,42,91,405,0,0,0,0,0,1,1,30,Medium Slow,1059860,81,Flying,NULL,20,NULL,NULL
199,Slowking,NULL,NULL,2,79.5,Water,Psychic,Oblivious,"The Pokémon is oblivious, and that keeps it from being infatuated or falling for taunts.",Own Tempo,"This Pokémon has its own tempo, and that prevents it from becoming confused.",Regenerator,Restores a little HP when withdrawn from battle.,NULL,NULL,50,50,70,Gold / Silver / Crystal,Johto,95,75,80,100,110,30,490,0,0,0,0,3,0,3,70,Medium Fast,1000000,172,Monster,Water 1,20,1319,King's Rock
199,Slowking,Galar,NULL,1.8,79.5,Poison,Psychic,Curious Medicine,"When the Pokémon is brought into battle, any stat alterations of allies are removed.",Own Tempo,"This Pokémon has its own tempo, and that prevents it from becoming confused.",Regenerator,Restores a little HP when withdrawn from battle.,NULL,NULL,50,50,50,Sword / Shield,Galar,95,65,80,110,110,30,490,0,0,0,0,2,0,2,70,Medium Fast,1000000,172,Monster,Water 1,20,1366,Galarica Wreath
200,Misdreavus,NULL,NULL,0.7,1,Ghost,NULL,Levitate,"By floating in the air, the Pokémon receives full immunity to all Ground-type moves.",NULL,NULL,NULL,NULL,NULL,NULL,50,50,35,Gold / Silver / Crystal,Johto,60,60,60,85,85,85,435,0,0,0,0,1,0,1,45,Fast,800000,87,Amorphous,NULL,25,NULL,NULL
201,Unown,NULL,NULL,0.5,5,Psychic,NULL,Levitate,"By floating in the air, the Pokémon receives full immunity to all Ground-type moves.",NULL,NULL,NULL,NULL,NULL,NULL,0,0,70,Gold / Silver / Crystal,Johto,48,72,48,72,48,48,336,0,1,0,1,0,0,2,225,Medium Fast,1000000,118,Undiscovered,NULL,40,NULL,NULL
202,Wobbuffet,NULL,NULL,1.3,28.5,Psychic,NULL,Shadow Tag,This Pokémon steps on the opposing Pokémon's shadow to prevent it from escaping.,NULL,NULL,Telepathy,Anticipates an ally's attack and dodges it.,NULL,NULL,50,50,70,Gold / Silver / Crystal,Johto,190,33,58,33,58,33,405,2,0,0,0,0,0,2,45,Medium Fast,1000000,142,Amorphous,NULL,20,488,Level 15
203,Girafarig,NULL,NULL,1.5,41.5,Normal,Psychic,Inner Focus,"The Pokémon's intensely focused, and that protects the Pokémon from flinching.",Early Bird,The Pokémon awakens from sleep twice as fast as other Pokémon.,Sap Sipper,Boosts the Attack stat if hit by a Grass-type move instead of taking damage.,NULL,NULL,50,50,70,Gold / Silver / Crystal,Johto,70,80,65,90,65,85,455,0,0,0,2,0,0,2,60,Medium Fast,1000000,159,Field,NULL,20,NULL,NULL
204,Pineco,NULL,NULL,0.6,7.2,Bug,NULL,Sturdy,"It cannot be knocked out with one hit. One-hit KO moves cannot knock it out, either.",NULL,NULL,Overcoat,"Protects the Pokémon from things like sand, hail, and powder.",NULL,NULL,50,50,70,Gold / Silver / Crystal,Johto,50,65,90,35,35,15,290,0,0,1,0,0,0,1,190,Medium Fast,1000000,58,Bug,NULL,20,NULL,NULL
205,Forretress,NULL,NULL,1.2,125.8,Bug,Steel,Sturdy,"It cannot be knocked out with one hit. One-hit KO moves cannot knock it out, either.",NULL,NULL,Overcoat,"Protects the Pokémon from things like sand, hail, and powder.",NULL,NULL,50,50,70,Gold / Silver / Crystal,Johto,75,90,140,60,60,40,465,0,0,2,0,0,0,2,75,Medium Fast,1000000,163,Bug,NULL,20,328,Level 31
206,Dunsparce,NULL,NULL,1.5,14,Normal,NULL,Serene Grace,Boosts the likelihood of additional effects occurring when attacking.,Run Away,Enables a sure getaway from wild Pokémon.,Rattled,"Dark-, Ghost-, and Bug-type moves scare the Pokémon and boost its Speed stat.",NULL,NULL,50,50,70,Gold / Silver / Crystal,Johto,100,70,70,65,65,45,415,1,0,0,0,0,0,1,190,Medium Fast,1000000,145,Field,NULL,20,NULL,NULL
207,Gligar,NULL,NULL,1.1,64.8,Ground,Flying,Hyper Cutter,The Pokémon's proud of its powerful pincers. They prevent other Pokémon from lowering its Attack stat.,Sand Veil,Boosts the Pokémon's evasiveness in a sandstorm.,Immunity,The immune system of the Pokémon prevents it from getting poisoned.,NULL,NULL,50,50,70,Gold / Silver / Crystal,Johto,65,75,105,35,65,85,430,0,0,1,0,0,0,1,60,Medium Slow,1059860,86,Bug,NULL,20,NULL,NULL
208,Steelix,NULL,NULL,9.2,400,Steel,Ground,Rock Head,Protects the Pokémon from recoil damage.,Sturdy,"It cannot be knocked out with one hit. One-hit KO moves cannot knock it out, either.",Sheer Force,Removes additional effects to increase the power of moves when attacking.,NULL,NULL,50,50,70,Gold / Silver / Crystal,Johto,75,85,200,55,65,30,510,0,0,2,0,0,0,2,25,Medium Fast,1000000,179,Mineral,NULL,25,1354,Metal Coat
208,Steelix,Mega,NULL,10.5,740,Steel,Ground,Sand Force,"Boosts the power of Rock-, Ground-, and Steel-type moves in a sandstorm.",NULL,NULL,NULL,NULL,NULL,NULL,50,50,70,Omega Ruby / Alpha Sapphire,Kalos,75,125,230,55,95,30,610,0,0,2,0,0,0,2,25,Medium Fast,1000000,214,Mineral,NULL,25,NULL,NULL
209,Snubbull,NULL,NULL,0.6,7.8,Fairy,NULL,Intimidate,"The Pokémon intimidates opposing Pokémon upon entering battle, lowering their Attack stat.",Run Away,Enables a sure getaway from wild Pokémon.,Rattled,"Dark-, Ghost-, and Bug-type moves scare the Pokémon and boost its Speed stat.",NULL,NULL,25,75,70,Gold / Silver / Crystal,Johto,60,80,50,40,40,30,300,0,1,0,0,0,0,1,190,Fast,800000,60,Field,Fairy,20,NULL,NULL
210,Granbull,NULL,NULL,1.4,48.7,Fairy,NULL,Intimidate,"The Pokémon intimidates opposing Pokémon upon entering battle, lowering their Attack stat.",Quick Feet,Boosts the Speed stat if the Pokémon has a status condition.,Rattled,"Dark-, Ghost-, and Bug-type moves scare the Pokémon and boost its Speed stat.",NULL,NULL,25,75,70,Gold / Silver / Crystal,Johto,90,120,75,60,60,45,450,0,2,0,0,0,0,2,75,Fast,800000,158,Field,Fairy,20,333,Level 23
211,Qwilfish,NULL,NULL,0.5,3.9,Water,Poison,Poison Point,Contact with the Pokémon may poison the attacker.,Swift Swim,Boosts the Pokémon's Speed stat in rain.,Intimidate,"The Pokémon intimidates opposing Pokémon upon entering battle, lowering their Attack stat.",NULL,NULL,50,50,70,Gold / Silver / Crystal,Johto,65,95,85,55,55,85,440,0,1,0,0,0,0,1,45,Medium Fast,1000000,88,Water 2,NULL,20,NULL,NULL
212,Scizor,NULL,NULL,1.8,118,Bug,Steel,Swarm,Powers up Bug-type moves when the Pokémon's HP is low.,Technician,Powers up the Pokémon's weaker moves.,Light Metal,Halves the Pokémon's weight.,NULL,NULL,50,50,70,Gold / Silver / Crystal,Johto,70,130,100,55,80,65,500,0,2,0,0,0,0,2,25,Medium Fast,1000000,175,Bug,NULL,25,219,Metal Coat
212,Scizor,Mega,NULL,2,125,Bug,Steel,Technician,Powers up the Pokémon's weaker moves.,NULL,NULL,NULL,NULL,NULL,NULL,50,50,70,X / Y,Kalos,70,150,140,65,100,75,600,0,2,0,0,0,0,2,25,Medium Fast,1000000,210,Bug,NULL,25,NULL,NULL
213,Shuckle,NULL,NULL,0.6,20.5,Bug,Rock,Sturdy,"It cannot be knocked out with one hit. One-hit KO moves cannot knock it out, either.",Gluttony,"Makes the Pokémon eat a held Berry when its HP drops to half or less, which is sooner than usual.",Contrary,Makes stat changes have an opposite effect.,NULL,NULL,50,50,70,Gold / Silver / Crystal,Johto,20,10,230,10,230,5,505,0,0,1,0,1,0,2,190,Medium Slow,1059860,177,Bug,NULL,20,NULL,NULL
214,Heracross,NULL,NULL,1.5,54,Bug,Fighting,Swarm,Powers up Bug-type moves when the Pokémon's HP is low.,Guts,It's so gutsy that having a status condition boosts the Pokémon's Attack stat.,Moxie,"The Pokémon shows moxie, and that boosts the Attack stat after knocking out any Pokémon.",NULL,NULL,50,50,70,Gold / Silver / Crystal,Johto,80,125,75,40,95,85,500,0,2,0,0,0,0,2,45,Slow,1250000,175,Bug,NULL,25,NULL,NULL
214,Heracross,Mega,NULL,1.7,62.5,Bug,Fighting,Skill Link,Maximizes the number of times multistrike moves hit.,NULL,NULL,NULL,NULL,NULL,NULL,50,50,70,X / Y,Kalos,80,185,115,40,105,75,600,0,2,0,0,0,0,2,45,Slow,1250000,210,Bug,NULL,25,NULL,NULL
215,Sneasel,NULL,NULL,0.9,28,Dark,Ice,Inner Focus,"The Pokémon's intensely focused, and that protects the Pokémon from flinching.",Keen Eye,Keen eyes prevent other Pokémon from lowering this Pokémon's accuracy.,Pickpocket,Steals an item from an attacker that made direct contact.,NULL,NULL,50,50,35,Gold / Silver / Crystal,Johto,55,95,55,35,75,115,430,0,0,0,0,0,1,1,60,Medium Slow,1059860,86,Field,NULL,20,NULL,NULL
216,Teddiursa,NULL,NULL,0.6,8.8,Normal,NULL,Pickup,"The Pokémon may pick up the item an opposing Pokémon used during a battle. It may pick up items outside of battle, too.",Quick Feet,Boosts the Speed stat if the Pokémon has a status condition.,Honey Gather,The Pokémon may gather Honey after a battle.,NULL,NULL,50,50,70,Gold / Silver / Crystal,Johto,60,80,50,50,50,40,330,0,1,0,0,0,0,1,120,Medium Fast,1000000,66,Field,NULL,20,NULL,NULL
217,Ursaring,NULL,NULL,1.8,125.8,Normal,NULL,Guts,It's so gutsy that having a status condition boosts the Pokémon's Attack stat.,Quick Feet,Boosts the Speed stat if the Pokémon has a status condition.,Unnerve,Unnerves opposing Pokémon and makes them unable to eat Berries.,NULL,NULL,50,50,70,Gold / Silver / Crystal,Johto,90,130,75,75,75,55,500,0,2,0,0,0,0,2,60,Medium Fast,1000000,175,Field,NULL,20,340,Level 30
218,Slugma,NULL,NULL,0.7,35,Fire,NULL,Magma Armor,"The Pokémon is covered with hot magma, which prevents the Pokémon from becoming frozen.",Flame Body,Contact with the Pokémon may burn the attacker.,Weak Armor,Physical attacks to the Pokémon lower its Defense stat but sharply raise its Speed stat.,NULL,NULL,50,50,70,Gold / Silver / Crystal,Johto,40,40,40,70,40,20,250,0,0,0,1,0,0,1,190,Medium Fast,1000000,50,Amorphous,NULL,20,NULL,NULL
219,Magcargo,NULL,NULL,0.8,55,Fire,Rock,Magma Armor,"The Pokémon is covered with hot magma, which prevents the Pokémon from becoming frozen.",Flame Body,Contact with the Pokémon may burn the attacker.,Weak Armor,Physical attacks to the Pokémon lower its Defense stat but sharply raise its Speed stat.,NULL,NULL,50,50,70,Gold / Silver / Crystal,Johto,60,50,120,90,80,30,430,0,0,2,0,0,0,2,75,Medium Fast,1000000,151,Amorphous,NULL,20,342,Level 38
220,Swinub,NULL,NULL,0.4,6.5,Ice,Ground,Oblivious,"The Pokémon is oblivious, and that keeps it from being infatuated or falling for taunts.",Snow Cloak,Boosts evasiveness in a hailstorm.,Thick Fat,"The Pokémon is protected by a layer of thick fat, which halves the damage taken from Fire- and Ice-type moves. ",NULL,NULL,50,50,70,Gold / Silver / Crystal,Johto,50,50,40,30,30,50,250,0,1,0,0,0,0,1,225,Slow,1250000,50,Field,NULL,20,NULL,NULL
221,Piloswine,NULL,NULL,1.1,55.8,Ice,Ground,Oblivious,"The Pokémon is oblivious, and that keeps it from being infatuated or falling for taunts.",Snow Cloak,Boosts evasiveness in a hailstorm.,Thick Fat,"The Pokémon is protected by a layer of thick fat, which halves the damage taken from Fire- and Ice-type moves. ",NULL,NULL,50,50,70,Gold / Silver / Crystal,Johto,100,100,80,60,60,50,450,1,1,0,0,0,0,2,75,Slow,1250000,158,Field,NULL,20,344,Level 33
222,Corsola,NULL,NULL,0.6,5,Water,Rock,Hustle,"Boosts the Attack stat, but lowers accuracy.",Natural Cure,All status conditions heal when the Pokémon switches out.,Regenerator,Restores a little HP when withdrawn from battle.,NULL,NULL,25,75,70,Gold / Silver / Crystal,Johto,65,55,95,65,95,35,410,0,0,1,0,1,0,2,60,Fast,800000,144,Water 1,Water 3,20,NULL,NULL
222,Corsola,Galar,NULL,0.6,0.5,Ghost,NULL,Weak Armor,Physical attacks to the Pokémon lower its Defense stat but sharply raise its Speed stat.,NULL,NULL,Cursed Body,May disable a move used on the Pokémon.,NULL,NULL,25,75,70,Sword / Shield,Galar,60,55,100,65,100,30,410,0,0,1,0,1,0,2,60,Fast,800000,144,Water 1,Water 3,20,NULL,NULL
223,Remoraid,NULL,NULL,0.6,12,Water,NULL,Hustle,"Boosts the Attack stat, but lowers accuracy.",Sniper,Powers up moves if they become critical hits when attacking.,Moody,Raises one stat sharply and lowers another every turn.,NULL,NULL,50,50,70,Gold / Silver / Crystal,Johto,35,65,35,65,35,65,300,0,0,0,1,0,0,1,190,Medium Fast,1000000,60,Water 1,Water 2,20,NULL,NULL
224,Octillery,NULL,NULL,0.9,28.5,Water,NULL,Suction Cups,This Pokémon uses suction cups to stay in one spot to negate all moves and items that force switching out.,Sniper,Powers up moves if they become critical hits when attacking.,Moody,Raises one stat sharply and lowers another every turn.,NULL,NULL,50,50,70,Gold / Silver / Crystal,Johto,75,105,75,105,75,45,480,0,1,0,1,0,0,2,75,Medium Fast,1000000,168,Water 1,Water 2,20,347,Level 25
225,Delibird,NULL,NULL,0.9,16,Ice,Flying,Vital Spirit,"The Pokémon is full of vitality, and that prevents it from falling asleep.",NULL,NULL,Insomnia,The Pokémon is suffering from insomnia and cannot fall asleep.,NULL,NULL,50,50,70,Gold / Silver / Crystal,Johto,45,55,45,65,45,75,330,0,0,0,0,0,1,1,45,Fast,800000,116,Water 1,Field,20,NULL,NULL
226,Mantine,NULL,NULL,2.1,220,Water,Flying,Swift Swim,Boosts the Pokémon's Speed stat in rain.,Water Absorb,Restores HP if hit by a Water-type move instead of taking damage.,Water Veil,"The Pokémon is covered with a water veil, which prevents the Pokémon from getting a burn.",NULL,NULL,50,50,70,Gold / Silver / Crystal,Johto,85,40,70,80,140,70,485,0,0,0,0,2,0,2,25,Slow,1250000,170,Water 1,NULL,25,656,With Remoraid In The Party
227,Skarmory,NULL,NULL,1.7,50.5,Steel,Flying,Keen Eye,Keen eyes prevent other Pokémon from lowering this Pokémon's accuracy.,Sturdy,"It cannot be knocked out with one hit. One-hit KO moves cannot knock it out, either.",Weak Armor,Physical attacks to the Pokémon lower its Defense stat but sharply raise its Speed stat.,NULL,NULL,50,50,70,Gold / Silver / Crystal,Johto,65,80,140,40,70,70,465,0,0,2,0,0,0,2,25,Slow,1250000,163,Flying,NULL,25,NULL,NULL
228,Houndour,NULL,NULL,0.6,10.8,Dark,Fire,Early Bird,The Pokémon awakens from sleep twice as fast as other Pokémon.,Flash Fire,Powers up the Pokémon's Fire-type moves if it's hit by one.,Unnerve,Unnerves opposing Pokémon and makes them unable to eat Berries.,NULL,NULL,50,50,35,Gold / Silver / Crystal,Johto,45,60,30,80,50,65,330,0,0,0,1,0,0,1,120,Slow,1250000,66,Field,NULL,20,NULL,NULL
